dataset	level	iteration	method	parameters               	observed_taxonomy	expected_taxonomy	result	mismatch_level               	Precision	Recall	F-measure
V1-REF	6	2	sepp-paths	path:gg138	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Anaerospora;s__hongkongensis	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Anaerospora;s__hongkongensis	match	7	[0, 0.984, 0.9805045871559633, 0.9541284403669725, 0.9106728538283063, 0.8041958041958042, 0.7558320373250389]	[0, 0.984, 0.9771428571428571, 0.9508571428571428, 0.8971428571428571, 0.6571428571428571, 0.5554285714285714]	[0, 0.984, 0.9788208357183743, 0.9524899828277046, 0.9038572251007484, 0.7232704402515724, 0.6403162055335968]
V1-REF	6	2	sepp-paths	path:gg138	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__echinoides	misclassification	5	[0, 0.984, 0.9805045871559633, 0.9541284403669725, 0.9106728538283063, 0.8041958041958042, 0.7558320373250389]	[0, 0.984, 0.9771428571428571, 0.9508571428571428, 0.8971428571428571, 0.6571428571428571, 0.5554285714285714]	[0, 0.984, 0.9788208357183743, 0.9524899828277046, 0.9038572251007484, 0.7232704402515724, 0.6403162055335968]
V1-REF	6	2	sepp-paths	path:gg138	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Yersinia	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Rahnella;s__aquatilis	misclassification	5	[0, 0.984, 0.9805045871559633, 0.9541284403669725, 0.9106728538283063, 0.8041958041958042, 0.7558320373250389]	[0, 0.984, 0.9771428571428571, 0.9508571428571428, 0.8971428571428571, 0.6571428571428571, 0.5554285714285714]	[0, 0.984, 0.9788208357183743, 0.9524899828277046, 0.9038572251007484, 0.7232704402515724, 0.6403162055335968]
V1-REF	6	2	sepp-paths	path:gg138	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planomicrobium	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planococcus	misclassification	5	[0, 0.984, 0.9805045871559633, 0.9541284403669725, 0.9106728538283063, 0.8041958041958042, 0.7558320373250389]	[0, 0.984, 0.9771428571428571, 0.9508571428571428, 0.8971428571428571, 0.6571428571428571, 0.5554285714285714]	[0, 0.984, 0.9788208357183743, 0.9524899828277046, 0.9038572251007484, 0.7232704402515724, 0.6403162055335968]
V1-REF	6	2	sepp-paths	path:gg138	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Salinivibrio;s__costicola	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Salinivibrio;s__costicola	match	7	[0, 0.984, 0.9805045871559633, 0.9541284403669725, 0.9106728538283063, 0.8041958041958042, 0.7558320373250389]	[0, 0.984, 0.9771428571428571, 0.9508571428571428, 0.8971428571428571, 0.6571428571428571, 0.5554285714285714]	[0, 0.984, 0.9788208357183743, 0.9524899828277046, 0.9038572251007484, 0.7232704402515724, 0.6403162055335968]
V1-REF	6	2	sepp-paths	path:gg138	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Kaistobacter	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Phaeospirillum;s__fulvum	misclassification	3	[0, 0.984, 0.9805045871559633, 0.9541284403669725, 0.9106728538283063, 0.8041958041958042, 0.7558320373250389]	[0, 0.984, 0.9771428571428571, 0.9508571428571428, 0.8971428571428571, 0.6571428571428571, 0.5554285714285714]	[0, 0.984, 0.9788208357183743, 0.9524899828277046, 0.9038572251007484, 0.7232704402515724, 0.6403162055335968]
V1-REF	6	2	sepp-paths	path:gg138	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Geobacillus;s__thermodenitrificans	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Geobacillus;s__vulcani	misclassification	6	[0, 0.984, 0.9805045871559633, 0.9541284403669725, 0.9106728538283063, 0.8041958041958042, 0.7558320373250389]	[0, 0.984, 0.9771428571428571, 0.9508571428571428, 0.8971428571428571, 0.6571428571428571, 0.5554285714285714]	[0, 0.984, 0.9788208357183743, 0.9524899828277046, 0.9038572251007484, 0.7232704402515724, 0.6403162055335968]
V1-REF	6	2	sepp-paths	path:gg138	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Myxococcaceae;g__Corallococcus;s__exiguus	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Myxococcaceae;g__Corallococcus;s__exiguus	match	7	[0, 0.984, 0.9805045871559633, 0.9541284403669725, 0.9106728538283063, 0.8041958041958042, 0.7558320373250389]	[0, 0.984, 0.9771428571428571, 0.9508571428571428, 0.8971428571428571, 0.6571428571428571, 0.5554285714285714]	[0, 0.984, 0.9788208357183743, 0.9524899828277046, 0.9038572251007484, 0.7232704402515724, 0.6403162055335968]
V1-REF	6	2	sepp-paths	path:gg138	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Kluyvera;s__ascorbata	underclassification	5	[0, 0.984, 0.9805045871559633, 0.9541284403669725, 0.9106728538283063, 0.8041958041958042, 0.7558320373250389]	[0, 0.984, 0.9771428571428571, 0.9508571428571428, 0.8971428571428571, 0.6571428571428571, 0.5554285714285714]	[0, 0.984, 0.9788208357183743, 0.9524899828277046, 0.9038572251007484, 0.7232704402515724, 0.6403162055335968]
V1-REF	6	2	sepp-paths	path:gg138	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Cystobacteraceae	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Cystobacteraceae;g__Cystobacter	underclassification	5	[0, 0.984, 0.9805045871559633, 0.9541284403669725, 0.9106728538283063, 0.8041958041958042, 0.7558320373250389]	[0, 0.984, 0.9771428571428571, 0.9508571428571428, 0.8971428571428571, 0.6571428571428571, 0.5554285714285714]	[0, 0.984, 0.9788208357183743, 0.9524899828277046, 0.9038572251007484, 0.7232704402515724, 0.6403162055335968]
