dataset	level	iteration	method	parameters               	observed_taxonomy	expected_taxonomy	result	mismatch_level               	Precision	Recall	F-measure
FL-REF	6	6	sepp-otus	otus:gg138	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__chocolatum	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__chocolatum	match	7	[0, 0.9976133651551312, 0.9928400954653938, 0.9904534606205251, 0.9785202863961814, 0.8126888217522659, 0.6276849642004774]	[0, 0.9976133651551312, 0.9928400954653938, 0.9904534606205251, 0.9785202863961814, 0.6420047732696897, 0.6276849642004774]	[0, 0.9976133651551312, 0.9928400954653938, 0.9904534606205251, 0.9785202863961814, 0.7173333333333334, 0.6276849642004774]
FL-REF	6	6	sepp-otus	otus:gg138	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__lwoffii	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__lwoffii	match	7	[0, 0.9976133651551312, 0.9928400954653938, 0.9904534606205251, 0.9785202863961814, 0.8126888217522659, 0.6276849642004774]	[0, 0.9976133651551312, 0.9928400954653938, 0.9904534606205251, 0.9785202863961814, 0.6420047732696897, 0.6276849642004774]	[0, 0.9976133651551312, 0.9928400954653938, 0.9904534606205251, 0.9785202863961814, 0.7173333333333334, 0.6276849642004774]
FL-REF	6	6	sepp-otus	otus:gg138	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__;s__	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Enterobacter;s__cancerogenus	misclassification	5	[0, 0.9976133651551312, 0.9928400954653938, 0.9904534606205251, 0.9785202863961814, 0.8126888217522659, 0.6276849642004774]	[0, 0.9976133651551312, 0.9928400954653938, 0.9904534606205251, 0.9785202863961814, 0.6420047732696897, 0.6276849642004774]	[0, 0.9976133651551312, 0.9928400954653938, 0.9904534606205251, 0.9785202863961814, 0.7173333333333334, 0.6276849642004774]
FL-REF	6	6	sepp-otus	otus:gg138	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__flavefaciens	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__flavefaciens	match	7	[0, 0.9976133651551312, 0.9928400954653938, 0.9904534606205251, 0.9785202863961814, 0.8126888217522659, 0.6276849642004774]	[0, 0.9976133651551312, 0.9928400954653938, 0.9904534606205251, 0.9785202863961814, 0.6420047732696897, 0.6276849642004774]	[0, 0.9976133651551312, 0.9928400954653938, 0.9904534606205251, 0.9785202863961814, 0.7173333333333334, 0.6276849642004774]
FL-REF	6	6	sepp-otus	otus:gg138	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__;s__	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia;s__timonae	misclassification	5	[0, 0.9976133651551312, 0.9928400954653938, 0.9904534606205251, 0.9785202863961814, 0.8126888217522659, 0.6276849642004774]	[0, 0.9976133651551312, 0.9928400954653938, 0.9904534606205251, 0.9785202863961814, 0.6420047732696897, 0.6276849642004774]	[0, 0.9976133651551312, 0.9928400954653938, 0.9904534606205251, 0.9785202863961814, 0.7173333333333334, 0.6276849642004774]
FL-REF	6	6	sepp-otus	otus:gg138	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Cystobacteraceae;g__;s__	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Cystobacteraceae;g__Cystobacter	misclassification	5	[0, 0.9976133651551312, 0.9928400954653938, 0.9904534606205251, 0.9785202863961814, 0.8126888217522659, 0.6276849642004774]	[0, 0.9976133651551312, 0.9928400954653938, 0.9904534606205251, 0.9785202863961814, 0.6420047732696897, 0.6276849642004774]	[0, 0.9976133651551312, 0.9928400954653938, 0.9904534606205251, 0.9785202863961814, 0.7173333333333334, 0.6276849642004774]
FL-REF	6	6	sepp-otus	otus:gg138	k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Chroococcales;f__Spirulinaceae;g__Spirulina;s__subsalsa	k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Chroococcales;f__Spirulinaceae;g__Spirulina;s__subsalsa	match	7	[0, 0.9976133651551312, 0.9928400954653938, 0.9904534606205251, 0.9785202863961814, 0.8126888217522659, 0.6276849642004774]	[0, 0.9976133651551312, 0.9928400954653938, 0.9904534606205251, 0.9785202863961814, 0.6420047732696897, 0.6276849642004774]	[0, 0.9976133651551312, 0.9928400954653938, 0.9904534606205251, 0.9785202863961814, 0.7173333333333334, 0.6276849642004774]
FL-REF	6	6	sepp-otus	otus:gg138	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter;s__psychrolactophilus	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter;s__psychrolactophilus	match	7	[0, 0.9976133651551312, 0.9928400954653938, 0.9904534606205251, 0.9785202863961814, 0.8126888217522659, 0.6276849642004774]	[0, 0.9976133651551312, 0.9928400954653938, 0.9904534606205251, 0.9785202863961814, 0.6420047732696897, 0.6276849642004774]	[0, 0.9976133651551312, 0.9928400954653938, 0.9904534606205251, 0.9785202863961814, 0.7173333333333334, 0.6276849642004774]
FL-REF	6	6	sepp-otus	otus:gg138	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira;s__guilliermondii	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	overclassification	5	[0, 0.9976133651551312, 0.9928400954653938, 0.9904534606205251, 0.9785202863961814, 0.8126888217522659, 0.6276849642004774]	[0, 0.9976133651551312, 0.9928400954653938, 0.9904534606205251, 0.9785202863961814, 0.6420047732696897, 0.6276849642004774]	[0, 0.9976133651551312, 0.9928400954653938, 0.9904534606205251, 0.9785202863961814, 0.7173333333333334, 0.6276849642004774]
FL-REF	6	6	sepp-otus	otus:gg138	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax;s__paradoxus	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax;s__paradoxus	match	7	[0, 0.9976133651551312, 0.9928400954653938, 0.9904534606205251, 0.9785202863961814, 0.8126888217522659, 0.6276849642004774]	[0, 0.9976133651551312, 0.9928400954653938, 0.9904534606205251, 0.9785202863961814, 0.6420047732696897, 0.6276849642004774]	[0, 0.9976133651551312, 0.9928400954653938, 0.9904534606205251, 0.9785202863961814, 0.7173333333333334, 0.6276849642004774]
