dataset	level	iteration	method	parameters               	observed_taxonomy	expected_taxonomy	result	mismatch_level               	Precision	Recall	F-measure
FL-REF	6	0	sepp-paths	path:gg138	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__pylori	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__pylori	match	7	[0, 0.9907235621521335, 0.9666048237476809, 0.931098696461825, 0.8787878787878788, 0.7847222222222222, 0.7150684931506849]	[0, 0.9888888888888889, 0.9648148148148148, 0.9259259259259259, 0.8592592592592593, 0.6277777777777778, 0.48333333333333334]	[0, 0.989805375347544, 0.9657089898053752, 0.9285051067780873, 0.8689138576779026, 0.6975308641975307, 0.5767955801104973]
FL-REF	6	0	sepp-paths	path:gg138	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__multivorum	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__multivorum	match	7	[0, 0.9907235621521335, 0.9666048237476809, 0.931098696461825, 0.8787878787878788, 0.7847222222222222, 0.7150684931506849]	[0, 0.9888888888888889, 0.9648148148148148, 0.9259259259259259, 0.8592592592592593, 0.6277777777777778, 0.48333333333333334]	[0, 0.989805375347544, 0.9657089898053752, 0.9285051067780873, 0.8689138576779026, 0.6975308641975307, 0.5767955801104973]
FL-REF	6	0	sepp-paths	path:gg138	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__citronellolis	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__citronellolis	match	7	[0, 0.9907235621521335, 0.9666048237476809, 0.931098696461825, 0.8787878787878788, 0.7847222222222222, 0.7150684931506849]	[0, 0.9888888888888889, 0.9648148148148148, 0.9259259259259259, 0.8592592592592593, 0.6277777777777778, 0.48333333333333334]	[0, 0.989805375347544, 0.9657089898053752, 0.9285051067780873, 0.8689138576779026, 0.6975308641975307, 0.5767955801104973]
FL-REF	6	0	sepp-paths	path:gg138	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planomicrobium	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planococcus	misclassification	5	[0, 0.9907235621521335, 0.9666048237476809, 0.931098696461825, 0.8787878787878788, 0.7847222222222222, 0.7150684931506849]	[0, 0.9888888888888889, 0.9648148148148148, 0.9259259259259259, 0.8592592592592593, 0.6277777777777778, 0.48333333333333334]	[0, 0.989805375347544, 0.9657089898053752, 0.9285051067780873, 0.8689138576779026, 0.6975308641975307, 0.5767955801104973]
FL-REF	6	0	sepp-paths	path:gg138	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__stutzeri	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__stutzeri	match	7	[0, 0.9907235621521335, 0.9666048237476809, 0.931098696461825, 0.8787878787878788, 0.7847222222222222, 0.7150684931506849]	[0, 0.9888888888888889, 0.9648148148148148, 0.9259259259259259, 0.8592592592592593, 0.6277777777777778, 0.48333333333333334]	[0, 0.989805375347544, 0.9657089898053752, 0.9285051067780873, 0.8689138576779026, 0.6975308641975307, 0.5767955801104973]
FL-REF	6	0	sepp-paths	path:gg138	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium;s__zavarzinii	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium;s__zavarzinii	match	7	[0, 0.9907235621521335, 0.9666048237476809, 0.931098696461825, 0.8787878787878788, 0.7847222222222222, 0.7150684931506849]	[0, 0.9888888888888889, 0.9648148148148148, 0.9259259259259259, 0.8592592592592593, 0.6277777777777778, 0.48333333333333334]	[0, 0.989805375347544, 0.9657089898053752, 0.9285051067780873, 0.8689138576779026, 0.6975308641975307, 0.5767955801104973]
FL-REF	6	0	sepp-paths	path:gg138	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__flavefaciens	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__flavefaciens	match	7	[0, 0.9907235621521335, 0.9666048237476809, 0.931098696461825, 0.8787878787878788, 0.7847222222222222, 0.7150684931506849]	[0, 0.9888888888888889, 0.9648148148148148, 0.9259259259259259, 0.8592592592592593, 0.6277777777777778, 0.48333333333333334]	[0, 0.989805375347544, 0.9657089898053752, 0.9285051067780873, 0.8689138576779026, 0.6975308641975307, 0.5767955801104973]
FL-REF	6	0	sepp-paths	path:gg138	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__acetobutylicum	underclassification	6	[0, 0.9907235621521335, 0.9666048237476809, 0.931098696461825, 0.8787878787878788, 0.7847222222222222, 0.7150684931506849]	[0, 0.9888888888888889, 0.9648148148148148, 0.9259259259259259, 0.8592592592592593, 0.6277777777777778, 0.48333333333333334]	[0, 0.989805375347544, 0.9657089898053752, 0.9285051067780873, 0.8689138576779026, 0.6975308641975307, 0.5767955801104973]
FL-REF	6	0	sepp-paths	path:gg138	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Salinivibrio;s__costicola	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Salinivibrio;s__costicola	match	7	[0, 0.9907235621521335, 0.9666048237476809, 0.931098696461825, 0.8787878787878788, 0.7847222222222222, 0.7150684931506849]	[0, 0.9888888888888889, 0.9648148148148148, 0.9259259259259259, 0.8592592592592593, 0.6277777777777778, 0.48333333333333334]	[0, 0.989805375347544, 0.9657089898053752, 0.9285051067780873, 0.8689138576779026, 0.6975308641975307, 0.5767955801104973]
FL-REF	6	0	sepp-paths	path:gg138	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Cystobacteraceae	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Cystobacteraceae;g__Archangium;s__gephyra	underclassification	5	[0, 0.9907235621521335, 0.9666048237476809, 0.931098696461825, 0.8787878787878788, 0.7847222222222222, 0.7150684931506849]	[0, 0.9888888888888889, 0.9648148148148148, 0.9259259259259259, 0.8592592592592593, 0.6277777777777778, 0.48333333333333334]	[0, 0.989805375347544, 0.9657089898053752, 0.9285051067780873, 0.8689138576779026, 0.6975308641975307, 0.5767955801104973]
FL-REF	6	0	sepp-paths	path:gg138	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Cystobacteraceae	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Cystobacteraceae;g__Cystobacter	underclassification	5	[0, 0.9907235621521335, 0.9666048237476809, 0.931098696461825, 0.8787878787878788, 0.7847222222222222, 0.7150684931506849]	[0, 0.9888888888888889, 0.9648148148148148, 0.9259259259259259, 0.8592592592592593, 0.6277777777777778, 0.48333333333333334]	[0, 0.989805375347544, 0.9657089898053752, 0.9285051067780873, 0.8689138576779026, 0.6975308641975307, 0.5767955801104973]
FL-REF	6	0	sepp-paths	path:gg138	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae	match	5	[0, 0.9907235621521335, 0.9666048237476809, 0.931098696461825, 0.8787878787878788, 0.7847222222222222, 0.7150684931506849]	[0, 0.9888888888888889, 0.9648148148148148, 0.9259259259259259, 0.8592592592592593, 0.6277777777777778, 0.48333333333333334]	[0, 0.989805375347544, 0.9657089898053752, 0.9285051067780873, 0.8689138576779026, 0.6975308641975307, 0.5767955801104973]
FL-REF	6	0	sepp-paths	path:gg138	k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Saprospiraceae;g__Lewinella;s__cohaerens	k__Bacteria;p__Bacteroidetes;c__Saprospirae;o__Saprospirales;f__Saprospiraceae;g__Lewinella;s__cohaerens	misclassification	2	[0, 0.9907235621521335, 0.9666048237476809, 0.931098696461825, 0.8787878787878788, 0.7847222222222222, 0.7150684931506849]	[0, 0.9888888888888889, 0.9648148148148148, 0.9259259259259259, 0.8592592592592593, 0.6277777777777778, 0.48333333333333334]	[0, 0.989805375347544, 0.9657089898053752, 0.9285051067780873, 0.8689138576779026, 0.6975308641975307, 0.5767955801104973]
FL-REF	6	0	sepp-paths	path:gg138	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophaceae	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophaceae;g__Syntrophus	underclassification	5	[0, 0.9907235621521335, 0.9666048237476809, 0.931098696461825, 0.8787878787878788, 0.7847222222222222, 0.7150684931506849]	[0, 0.9888888888888889, 0.9648148148148148, 0.9259259259259259, 0.8592592592592593, 0.6277777777777778, 0.48333333333333334]	[0, 0.989805375347544, 0.9657089898053752, 0.9285051067780873, 0.8689138576779026, 0.6975308641975307, 0.5767955801104973]
FL-REF	6	0	sepp-paths	path:gg138	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__yabuuchiae	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__yabuuchiae	match	7	[0, 0.9907235621521335, 0.9666048237476809, 0.931098696461825, 0.8787878787878788, 0.7847222222222222, 0.7150684931506849]	[0, 0.9888888888888889, 0.9648148148148148, 0.9259259259259259, 0.8592592592592593, 0.6277777777777778, 0.48333333333333334]	[0, 0.989805375347544, 0.9657089898053752, 0.9285051067780873, 0.8689138576779026, 0.6975308641975307, 0.5767955801104973]
