dataset	level	iteration	method	parameters               	observed_taxonomy	expected_taxonomy	result	mismatch_level               	Precision	Recall	F-measure
B1-REF	6	3	sepp-paths	path:gg138	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__Methylophilaceae;g__Methylotenera;s__mobilis	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__Methylophilaceae;g__Methylotenera;s__mobilis	match	7	[0, 0.9919924634950542, 0.9830108541764984, 0.9677877783041212, 0.9496402877697842, 0.8808058198097369, 0.830078125]	[0, 0.9919924634950542, 0.9811587376354216, 0.9623174752708431, 0.9326424870466321, 0.7414036740461611, 0.6005652378709374]	[0, 0.9919924634950542, 0.9820839226779821, 0.9650448748228625, 0.9410646387832698, 0.8051150895140665, 0.6969117245148948]
B1-REF	6	3	sepp-paths	path:gg138	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__humi	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__humi	match	7	[0, 0.9919924634950542, 0.9830108541764984, 0.9677877783041212, 0.9496402877697842, 0.8808058198097369, 0.830078125]	[0, 0.9919924634950542, 0.9811587376354216, 0.9623174752708431, 0.9326424870466321, 0.7414036740461611, 0.6005652378709374]	[0, 0.9919924634950542, 0.9820839226779821, 0.9650448748228625, 0.9410646387832698, 0.8051150895140665, 0.6969117245148948]
B1-REF	6	3	sepp-paths	path:gg138	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium;s__acnes	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium;s__acnes	match	7	[0, 0.9919924634950542, 0.9830108541764984, 0.9677877783041212, 0.9496402877697842, 0.8808058198097369, 0.830078125]	[0, 0.9919924634950542, 0.9811587376354216, 0.9623174752708431, 0.9326424870466321, 0.7414036740461611, 0.6005652378709374]	[0, 0.9919924634950542, 0.9820839226779821, 0.9650448748228625, 0.9410646387832698, 0.8051150895140665, 0.6969117245148948]
B1-REF	6	3	sepp-paths	path:gg138	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__nanceiensis	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__nanceiensis	match	7	[0, 0.9919924634950542, 0.9830108541764984, 0.9677877783041212, 0.9496402877697842, 0.8808058198097369, 0.830078125]	[0, 0.9919924634950542, 0.9811587376354216, 0.9623174752708431, 0.9326424870466321, 0.7414036740461611, 0.6005652378709374]	[0, 0.9919924634950542, 0.9820839226779821, 0.9650448748228625, 0.9410646387832698, 0.8051150895140665, 0.6969117245148948]
B1-REF	6	3	sepp-paths	path:gg138	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__johnsonii	underclassification	6	[0, 0.9919924634950542, 0.9830108541764984, 0.9677877783041212, 0.9496402877697842, 0.8808058198097369, 0.830078125]	[0, 0.9919924634950542, 0.9811587376354216, 0.9623174752708431, 0.9326424870466321, 0.7414036740461611, 0.6005652378709374]	[0, 0.9919924634950542, 0.9820839226779821, 0.9650448748228625, 0.9410646387832698, 0.8051150895140665, 0.6969117245148948]
B1-REF	6	3	sepp-paths	path:gg138	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__epidermidis	underclassification	6	[0, 0.9919924634950542, 0.9830108541764984, 0.9677877783041212, 0.9496402877697842, 0.8808058198097369, 0.830078125]	[0, 0.9919924634950542, 0.9811587376354216, 0.9623174752708431, 0.9326424870466321, 0.7414036740461611, 0.6005652378709374]	[0, 0.9919924634950542, 0.9820839226779821, 0.9650448748228625, 0.9410646387832698, 0.8051150895140665, 0.6969117245148948]
B1-REF	6	3	sepp-paths	path:gg138	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__aureus	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__epidermidis	misclassification	6	[0, 0.9919924634950542, 0.9830108541764984, 0.9677877783041212, 0.9496402877697842, 0.8808058198097369, 0.830078125]	[0, 0.9919924634950542, 0.9811587376354216, 0.9623174752708431, 0.9326424870466321, 0.7414036740461611, 0.6005652378709374]	[0, 0.9919924634950542, 0.9820839226779821, 0.9650448748228625, 0.9410646387832698, 0.8051150895140665, 0.6969117245148948]
B1-REF	6	3	sepp-paths	path:gg138	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__epidermidis	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__aureus	misclassification	6	[0, 0.9919924634950542, 0.9830108541764984, 0.9677877783041212, 0.9496402877697842, 0.8808058198097369, 0.830078125]	[0, 0.9919924634950542, 0.9811587376354216, 0.9623174752708431, 0.9326424870466321, 0.7414036740461611, 0.6005652378709374]	[0, 0.9919924634950542, 0.9820839226779821, 0.9650448748228625, 0.9410646387832698, 0.8051150895140665, 0.6969117245148948]
B1-REF	6	3	sepp-paths	path:gg138	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__epidermidis	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__aureus	misclassification	6	[0, 0.9919924634950542, 0.9830108541764984, 0.9677877783041212, 0.9496402877697842, 0.8808058198097369, 0.830078125]	[0, 0.9919924634950542, 0.9811587376354216, 0.9623174752708431, 0.9326424870466321, 0.7414036740461611, 0.6005652378709374]	[0, 0.9919924634950542, 0.9820839226779821, 0.9650448748228625, 0.9410646387832698, 0.8051150895140665, 0.6969117245148948]
B1-REF	6	3	sepp-paths	path:gg138	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__epidermidis	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__epidermidis	match	7	[0, 0.9919924634950542, 0.9830108541764984, 0.9677877783041212, 0.9496402877697842, 0.8808058198097369, 0.830078125]	[0, 0.9919924634950542, 0.9811587376354216, 0.9623174752708431, 0.9326424870466321, 0.7414036740461611, 0.6005652378709374]	[0, 0.9919924634950542, 0.9820839226779821, 0.9650448748228625, 0.9410646387832698, 0.8051150895140665, 0.6969117245148948]
